RID,f_ipv4,service_type,program,length_bp,dbid,dbsize_bp,started_at,run_time
T8CGHPA2014,67034471,11,0,101,6154732,251782689291,2019-10-02T01:13:56.227,3
T8CGHP13014,1100848788,11,1,219,3820422,85971353635,2019-10-02T01:13:56.257,6
T8CGHK88004,1696075394,1,1,261,3042692,3979571,2019-10-02T01:14:15.273,8
T8CGH1BC014,-742869026,8,0,399,779763,270748224244,2019-10-02T01:13:56.210,11
T8CGHG39004,890834562,1,2,282,3820422,85971353635,2019-10-02T02:31:00.747,173
T8CGHH03004,907611778,1,2,373,3820422,85971353635,2019-10-02T01:14:15.260,150
T8CGHD3Z004,1696075394,11,1,117,3820422,85971353635,2019-10-02T01:14:33.570,133
T8CGJ9XZ004,890834562,8,0,282,93623,561692980667,2019-10-02T02:31:02.543,22
T8CGJZCH004,907611778,8,0,373,93623,561692980667,2019-10-02T01:14:15.273,7
T8CGKDH4014,104533890,1,0,10100,62073,251782689291,2019-10-02T03:18:21.737,1043
T8CGMS2Z004,1696075394,1,1,117,3042692,3979571,2019-10-02T01:14:33.603,3
T8CGMHY9014,-393561051,11,0,431,62063,251782689291,2019-10-02T03:27:39.283,13
T8CGMSR8004,1696075394,11,1,559,3820422,85971353635,2019-10-02T01:14:33.633,145
T8CGMF34014,-393561051,11,0,431,62063,251782689291,2019-10-02T03:31:37.950,34
T8CGPJFY004,890834562,11,1,37,3820422,85971353635,2019-10-02T02:31:07.120,182
T8CGRZP9014,2066419659,11,0,1032,6154732,251782689291,2019-10-02T01:13:59.413,3
T8CGS90U014,-1562206281,11,1,252,3820422,85971353635,2019-10-02T01:14:00.477,29
T8CGSUE7014,-1381282245,11,1,1178,3820422,85971353635,2019-10-02T01:14:00.490,59
T8CGST11014,-32371501,8,0,1501,779763,270748224244,2019-10-02T01:14:03.133,9
T8CGUKZV014,929494208,8,0,1423,1335343,180315393294,2019-10-02T01:14:02.587,6
T8CGWV6S014,-149120375,1,0,712,6154732,251782689291,2019-10-02T01:14:04.697,13
T8CGY72V014,-49798083,11,0,427,6154732,251782689291,2019-10-02T01:14:06.773,3
T8CGY014004,1696075394,1,1,172,3042692,3979571,2019-10-02T01:14:42.277,1
T8CGZ2UU004,890834562,8,0,282,6154732,251782689291,2019-10-02T02:31:12.480,461
T8CGZKZ0004,890834562,1,2,282,3820422,85971353635,2019-10-02T02:31:12.500,219
T8CGZV7A014,67034471,11,0,101,6154732,251782689291,2019-10-02T01:14:10.447,4
T8CGZ01D004,907611778,1,2,373,3820422,85971353635,2019-10-02T01:14:10.463,137
T8CH0220004,907611778,8,0,373,93623,561692980667,2019-10-02T01:14:10.477,6
T8CH1HR1004,1696075394,1,1,383,3042692,3979571,2019-10-02T01:14:42.290,2
T8CH1EAP004,1696075394,11,1,312,3820422,85971353635,2019-10-02T01:14:42.307,137
T8CH1UA6014,442357050,11,0,539,6154732,251782689291,2019-10-02T01:14:10.463,4
T8CH3UFW004,890834562,11,1,37,3820422,85971353635,2019-10-02T02:32:35.560,135
T8CH4T1G004,907611778,11,1,93,3820422,85971353635,2019-10-02T01:14:15.243,129
T8CH5DS9014,-1930523042,11,0,213,62063,251782689291,2019-10-02T01:55:13.637,22
T8CH6DN7014,74220490,1,0,510,0,123456,2019-10-02T01:14:14.650,3
T8CH6TWA014,371925450,11,1,296,3820422,85971353635,2019-10-02T01:14:15.243,77
T8CH710Z014,-352773755,11,0,1439,6154732,251782689291,2019-10-02T01:14:15.820,3
T8CH7T55014,1019806597,8,0,170,779763,270748224244,2019-10-02T01:14:18.523,13
T8CH7GT0014,-2054031413,11,1,263,3820422,85971353635,2019-10-02T01:14:33.510,70
T8CH7NJZ014,-327010686,8,0,1237,1335343,180315393294,2019-10-02T01:14:16.370,4
T8CH7GJN014,706020997,8,0,781,0,123456,2019-10-02T01:14:16.400,2
T8CH7C26014,56566482,1,0,222,6154732,251782689291,2019-10-02T01:14:16.383,12
T8CH9E12014,671770242,1,2,1372,3820422,85971353635,2019-10-02T01:14:17.447,58
T8CH9KWS014,-973014400,22,3,528,0,123456,2019-10-02T01:14:18.180,521
T8CHGVTF014,539827402,11,0,541,6154732,251782689291,2019-10-02T01:14:24.807,8
T8CHHTE4014,1736845429,11,0,673,6154732,251782689291,2019-10-02T01:14:25.353,8
T8CHJXC5014,-1,8,0,3157,779763,270748224244,2019-10-02T01:14:29.510,12
T8CHJ063014,1104554359,1,0,1496,6154732,251782689291,2019-10-02T01:14:26.900,94
T8CHKA8R014,213831862,11,0,957,6154732,251782689291,2019-10-02T01:53:49.570,7
T8CHMUGN014,-498529888,11,0,139,6154732,251782689291,2019-10-02T01:14:28.980,3
T8CHN72W014,-1723770179,1,2,12155,3820422,85971353635,2019-10-02T01:23:24.907,520
T8CHNKS8014,-482849151,11,1,681,3820422,85971353635,2019-10-02T01:14:33.557,128
T8CHPGWS014,1268646277,11,0,1914,6154732,251782689291,2019-10-02T01:14:34.230,3
T8CHSTP8014,1040377285,8,0,1173,1335343,180315393294,2019-10-02T01:14:32.777,4
T8CHSFC1014,-1631231080,11,0,658,6154732,251782689291,2019-10-02T01:14:32.730,9
T8CHTM5D014,-1723770179,1,2,829,3820422,85971353635,2019-10-02T01:27:05.063,552
T8CHTC6Y014,346284703,11,0,652,6154732,251782689291,2019-10-02T01:14:34.260,5
T8CHVTJH014,893690276,11,1,654,3820422,85971353635,2019-10-02T01:14:35.370,2
T8CHWTVU014,706020997,8,0,781,0,123456,2019-10-02T01:14:36.963,3
T8CHXFUW014,1817419910,8,0,164,0,123456,2019-10-02T01:14:38.010,1
T8CHZ7W0014,2056911818,1,0,17,0,123456,2019-10-02T01:14:39.587,3
T8CJ1E2J014,79674244,11,0,452,6154732,251782689291,2019-10-02T01:14:42.277,5
T8CJ48J9014,-498529888,1,0,155,6154732,251782689291,2019-10-02T01:14:44.387,17
T8CJ4YN1014,1926164839,1,0,26,6154732,251782689291,2019-10-02T01:14:45.463,25
T8CJ5M1U014,462482949,11,0,899,6154732,251782689291,2019-10-02T01:14:45.480,9
T8CJ5UY0014,172581784,8,0,785,0,123456,2019-10-02T01:14:45.463,2
T8CJ5GDX014,262439302,2,1,529,1235813,12472129,2019-10-02T01:14:45.637,4
T8CJ6MR2014,-498529888,11,0,155,6154732,251782689291,2019-10-02T01:15:04.590,2
T8CJ6KYA014,-49798083,11,0,354,6154732,251782689291,2019-10-02T01:14:46.527,2
T8CJ69B7014,-1,8,0,2301,3133692,8402588522,2019-10-02T01:14:49.167,8
T8CJ607K014,262439302,2,1,529,1235813,12472129,2019-10-02T01:14:47.197,3
T8CJ7DSW014,262439302,2,1,529,1235813,12472129,2019-10-02T01:14:47.743,6
T8CJ7KRG014,-1108982927,11,0,650,6154732,251782689291,2019-10-02T01:14:47.573,2
T8CJ891K014,-149120375,1,0,712,6154732,251782689291,2019-10-02T01:14:48.637,19
T8CJ8XYK014,2130789544,8,0,10275,62073,251782689291,2019-10-02T01:15:04.637,118
T8CJBDSN014,1681422746,11,0,650,6154732,251782689291,2019-10-02T01:14:52.277,8
T8CJD8BR014,1549805146,11,0,19083,6154732,251782689291,2019-10-02T01:14:58.150,11
T8CJGRR9014,65920368,1,0,21,6154732,251782689291,2019-10-02T01:14:57.057,17
T8CJGG74014,1787475410,8,0,2511,62073,251782689291,2019-10-02T01:14:59.307,7
T8CJJ567014,1457908356,8,0,562,0,123456,2019-10-02T01:14:59.307,2
T8CJN850014,-2022721978,8,0,2657,0,123456,2019-10-02T01:15:01.447,3
T8CJNRBJ004,907611778,8,0,373,6154732,251782689291,2019-10-02T01:15:04.620,198
T8CJNPJV004,890834562,1,2,282,3820422,85971353635,2019-10-02T02:32:39.780,170
T8CJR52T014,1707099340,2,1,10,93593,12472129,2019-10-02T01:15:03.807,2
T8CJRVYU014,1707099340,11,1,10,3820422,85971353635,2019-10-02T01:15:04.603,47
T8CJT0XU014,262439302,2,1,529,1235813,12472129,2019-10-02T01:15:05.447,4
T8CJTCFD014,262439302,2,1,529,1235813,12472129,2019-10-02T01:15:06.010,3
T8CJTWUW004,907611778,11,1,93,3820422,85971353635,2019-10-02T01:15:11.153,117
T8CJVDK6014,172581784,11,0,785,6154732,251782689291,2019-10-02T01:15:07.807,3
T8CJV3GH014,-482849151,11,1,631,3820422,85971353635,2019-10-02T01:15:11.137,97
T8CJVAB3004,-1374155134,11,1,90,3820422,85971353635,2019-10-02T01:15:08.357,103
T8CJV081004,907611778,8,0,373,6154732,251782689291,2019-10-02T01:15:11.170,215
T8CJWY1S004,890834562,8,0,253,6154732,251782689291,2019-10-02T02:32:44.123,507
T8CJWE2D004,907611778,1,2,373,3820422,85971353635,2019-10-02T01:15:30.893,118
T8CJWAAM004,890834562,1,2,253,3820422,85971353635,2019-10-02T02:32:51.623,182
T8CJWC4B004,907611778,8,0,373,93623,561692980667,2019-10-02T01:15:30.910,7
T8CJW5CC014,1549003130,11,0,1045,6154732,251782689291,2019-10-02T01:15:09.420,3
T8CJXDMK014,-1631231080,11,0,557,6154732,251782689291,2019-10-02T01:15:09.950,8
T8CJY3RP004,-1374155134,1,2,507,3820422,85971353635,2019-10-02T01:15:11.120,121
T8CJYU44004,-1374155134,8,0,507,93623,561692980667,2019-10-02T01:15:11.137,21
T8CK0FBK014,-1309079340,11,1,352,3820422,85971353635,2019-10-02T01:15:12.747,30
T8CK03B2004,907611778,11,1,93,3820422,85971353635,2019-10-02T01:15:30.923,124
T8CK1HWK004,890834562,11,1,27,3820422,85971353635,2019-10-02T02:32:58.313,172
T8CK2DEB014,-476941630,8,0,683,0,123456,2019-10-02T01:15:14.327,2
T8CK24C6004,-1374155134,11,1,90,3820422,85971353635,2019-10-02T01:15:25.563,104
T8CK2S0X004,907611778,8,0,373,6154732,251782689291,2019-10-02T01:15:30.923,197
T8CK2XYN014,921037444,8,0,562,0,123456,2019-10-02T01:15:15.450,2
T8CK30V5004,890834562,8,0,282,6154732,251782689291,2019-10-02T02:34:40.940,457
T8CK36GN004,907611778,1,2,373,3820422,85971353635,2019-10-02T01:15:30.940,120
T8CK3Y9Z014,917240992,1,0,569,6154732,251782689291,2019-10-02T01:15:15.467,10
T8CK313E004,890834562,1,2,282,3820422,85971353635,2019-10-02T02:34:49.627,184
T8CK3E6V004,907611778,8,0,373,93623,561692980667,2019-10-02T01:15:41.457,8
T8CK3X45014,898581544,1,0,416,6154732,251782689291,2019-10-02T01:15:16.060,41
T8CK3E82014,-1042377766,11,0,1140,6154732,251782689291,2019-10-02T01:15:16.043,3
T8CK4UXS004,890834562,8,0,282,93623,561692980667,2019-10-02T02:34:52.610,9
T8CK45FB004,-1374155134,8,0,507,6154732,251782689291,2019-10-02T01:15:25.580,118
T8CK5HUA004,-1374155134,1,2,507,3820422,85971353635,2019-10-02T01:15:25.593,123
T8CK5RVC014,-1447175653,2,1,64,93593,12472129,2019-10-02T01:15:17.950,2
T8CK552N014,-1447175653,11,1,64,3820422,85971353635,2019-10-02T01:15:25.580,29
T8CK8Y7K014,820570403,11,1,27,3820422,85971353635,2019-10-02T01:15:22.890,8
T8CKGH3R014,-1838318962,1,3,25,3044012,1065365425,2019-10-02T01:15:28.750,8
T8CKK9AJ014,517170072,8,0,615,0,123456,2019-10-02T01:15:31.487,2
T8CKM96A014,-1562206281,11,1,252,3820422,85971353635,2019-10-02T01:15:33.063,27
T8CKNMYJ014,1118675078,1,0,747,6154732,251782689291,2019-10-02T01:15:37.207,5
T8CKP4HC014,746825110,11,1,350,3820422,85971353635,2019-10-02T01:49:55.780,775
T8CKUX0X014,-49798083,11,0,329,6154732,251782689291,2019-10-02T01:15:39.313,2
T8CKXW0Y014,262439302,2,1,529,1235813,12472129,2019-10-02T01:15:41.377,4
T8CKY1BF014,2102529413,11,0,358,6154732,251782689291,2019-10-02T01:15:42.563,4
T8CKY5SM014,2102529413,11,0,362,6154732,251782689291,2019-10-02T01:15:49.833,3
T8CKYPX1014,2102529413,11,0,358,6154732,251782689291,2019-10-02T01:15:49.850,5
T8CKYK6E014,2102529413,11,0,358,6154732,251782689291,2019-10-02T01:15:49.850,5
T8CKY7KJ014,2102529413,11,0,358,6154732,251782689291,2019-10-02T01:30:49.037,5
T8CKZ36Z014,2102529413,11,0,358,6154732,251782689291,2019-10-02T01:33:24.590,5
T8CKZD28014,2102529413,11,0,382,6154732,251782689291,2019-10-02T01:34:08.493,6
T8CM3227014,820570403,11,1,27,3820422,85971353635,2019-10-02T01:15:52.537,66
T8CM88R7014,2063457146,1,0,954,0,123456,2019-10-02T01:15:52.537,3
T8CMBRPF014,1177024871,11,0,413,6154732,251782689291,2019-10-02T01:15:55.677,6
T8CMBZJB014,79674244,8,0,951,1335343,180315393294,2019-10-02T01:15:58.333,2
T8CMBUER014,-149120375,1,0,712,6154732,251782689291,2019-10-02T01:15:56.223,10
T8CMCMYV014,102951304,11,0,138,6154732,251782689291,2019-10-02T01:15:56.757,3
T8CMCV48014,345448569,11,0,73,6154732,251782689291,2019-10-02T01:15:57.303,2
T8CMD3DA014,-393561051,11,0,431,62063,251782689291,2019-10-02T03:34:33.890,20
T8CMDNJS014,-1,8,0,2301,3133692,8402588522,2019-10-02T01:16:00.443,5
T8CMNDNJ014,-1497853601,8,0,651,779763,270748224244,2019-10-02T01:16:08.197,14
T8CMYH5S014,-2074335720,8,0,6099,0,123456,2019-10-02T01:16:15.053,3
T8CN1TR4014,-360565118,8,0,1219,1335343,180315393294,2019-10-02T01:16:17.650,5
T8CN1B6W014,-1596931026,1,2,1447,3820422,85971353635,2019-10-02T01:41:28.190,539
T8CN2BTC014,1419616457,11,1,59,3820422,85971353635,2019-10-02T01:16:18.743,26
T8CN7RGP014,262439302,2,1,107,1235813,12472129,2019-10-02T01:16:23.727,3
T8CN7BUF014,262439302,2,1,107,1235813,12472129,2019-10-02T01:16:24.320,3
T8CN8TDZ014,262439302,2,1,107,1235813,12472129,2019-10-02T01:16:24.900,3
T8CNBWNK014,-1723770179,1,2,354,3820422,85971353635,2019-10-02T01:34:55.873,301
T8CNCFSX014,608488342,11,0,1476,6154732,251782689291,2019-10-02T01:16:29.200,2
T8CNDK6P014,-1076574905,11,1,400,3820422,85971353635,2019-10-02T01:41:28.207,262
T8CNDGZ1014,995949551,1,0,1496,6154732,251782689291,2019-10-02T01:16:30.277,104
T8CNET0Z014,-49798083,11,0,337,6154732,251782689291,2019-10-02T01:16:30.310,2
T8CNFJFW014,-1723770179,1,2,1638,3820422,85971353635,2019-10-02T01:39:21.420,260
T8CNFG54014,-1426455433,8,0,810,779763,270748224244,2019-10-02T01:16:35.060,10
T8CNG673014,-1968200589,11,0,600,6154732,251782689291,2019-10-02T01:16:35.607,3
T8CNHYF5014,-1076574905,11,1,453,3820422,85971353635,2019-10-02T01:44:54.380,310
T8CNN8GW014,-85168226,1,0,6336,6154732,251782689291,2019-10-02T01:16:38.230,38
T8CNZP8A014,10273152,1,2,1949,3820422,85971353635,2019-10-02T01:46:46.273,300
T8CP0072014,746825110,11,1,98,3820422,85971353635,2019-10-02T01:55:13.620,545
T8CPER3G014,553159438,1,2,225,3820422,85971353635,2019-10-02T01:42:15.217,220
T8CPF3VW014,126068118,11,1,149,3820422,85971353635,2019-10-02T01:47:24.680,473
T8CPJRTG014,1001079495,1,2,696,3820422,85971353635,2019-10-02T01:35:56.993,1062
T8CPM5EG014,-393561051,11,0,431,62063,251782689291,2019-10-02T03:35:35.023,18
T8CPP9BC014,1001079495,1,2,713,3820422,85971353635,2019-10-02T01:43:07.833,537
T8CPRKBF014,820570403,11,1,27,3820422,85971353635,2019-10-02T01:17:14.927,27
T8CPU6Y4014,-1,8,0,3157,779763,270748224244,2019-10-02T01:17:17.677,12
T8CPVTX5014,-1725110381,11,0,206,62063,251782689291,2019-10-02T04:08:35.827,11
T8CPWAUT014,-1562206281,11,1,252,3820422,85971353635,2019-10-02T01:17:17.100,33
T8CPWJCD014,1359056274,1,0,1209,6154732,251782689291,2019-10-02T01:17:17.100,16
T8CPY646014,539827402,11,0,546,6154732,251782689291,2019-10-02T01:17:19.273,7
T8CPYNRC014,-1459003182,8,0,630,0,123456,2019-10-02T01:17:19.273,2
T8CPZJK4014,-1480472027,8,0,511,0,123456,2019-10-02T01:17:19.837,2
T8CPZGYM014,1040377285,8,0,617,1335343,180315393294,2019-10-02T01:17:20.383,8
T8CPZTMC014,220590538,1,0,294,0,123456,2019-10-02T01:17:20.400,8
T8CR3PR9014,310085499,11,1,631,3820422,85971353635,2019-10-02T01:17:24.557,34
T8CR4DA1014,608488342,11,0,975,6154732,251782689291,2019-10-02T01:17:24.570,3
T8CR49X0014,-754236796,11,0,32,6154732,251782689291,2019-10-02T01:17:24.587,3
T8CR4JRR014,1195857573,8,0,357,0,123456,2019-10-02T01:17:24.587,2
T8CR4PBE014,2124305538,8,0,382,0,123456,2019-10-02T01:17:25.120,1
T8CR5HM4014,204107291,1,0,295,6154732,251782689291,2019-10-02T01:17:26.180,7
T8CR6R0X014,-360565118,8,0,1252,1335343,180315393294,2019-10-02T01:17:26.197,5
T8CR6AZA014,1938323596,1,0,30,0,123456,2019-10-02T01:17:26.760,7
T8CR61VW014,-491120417,8,0,1412,1335343,180315393294,2019-10-02T01:17:26.743,7
T8CR6CPZ014,1773101891,1,0,161,6154732,251782689291,2019-10-02T01:17:27.307,8
T8CR7CR4014,72838622,1,0,780,6154732,251782689291,2019-10-02T01:17:28.430,9
T8CR8W2Y014,-464392412,11,0,715,6154732,251782689291,2019-10-02T01:17:28.993,4
T8CR9S1F014,675137226,11,0,979,6154732,251782689291,2019-10-02T01:17:29.540,5
T8CR93M1014,2130789544,8,0,10640,62073,251782689291,2019-10-02T01:17:29.540,10
T8CR930E014,2130789544,8,0,10893,62073,251782689291,2019-10-02T01:17:37.513,63
T8CRANVD014,19206168,11,0,5575,6154732,251782689291,2019-10-02T01:17:30.590,7
T8CRAW06014,-1934302679,1,0,387,6154732,251782689291,2019-10-02T01:30:56.317,795
T8CRA5H3014,1494611280,1,3,1103,6154732,251782689291,2019-10-02T01:43:38.010,402
T8CRB8JA014,328895246,11,1,118,3820422,85971353635,2019-10-02T01:33:40.970,809
T8CRCUBG014,-511181889,11,1,399,3820422,85971353635,2019-10-02T01:37:03.047,457
T8CRDEPN014,-482849151,11,1,731,3820422,85971353635,2019-10-02T01:17:37.527,86
T8CRD8Y1014,2063457146,1,0,170,0,123456,2019-10-02T01:17:34.277,5
T8CRF673014,279553445,1,0,19,6154732,251782689291,2019-10-02T01:17:38.107,6
T8CRGHT0014,126068118,11,1,548,3820422,85971353635,2019-10-02T01:49:55.767,726
T8CRG9MW014,576164573,11,0,1543,6154732,251782689291,2019-10-02T01:17:36.920,112
T8CRHETJ014,-511181889,11,1,779,3820422,85971353635,2019-10-02T01:40:46.827,409
T8CRH4VC014,328895246,11,1,133,3820422,85971353635,2019-10-02T01:37:51.390,736
T8CRHH85004,890834562,8,0,282,6154732,251782689291,2019-10-02T02:42:23.427,196
T8CRJWAS004,-1374155134,1,2,505,3820422,85971353635,2019-10-02T01:17:38.637,107
T8CRJSVG004,890834562,1,2,282,3820422,85971353635,2019-10-02T02:42:36.010,227
T8CRJZZS004,907611778,8,0,373,6154732,251782689291,2019-10-02T01:17:45.063,114
T8CRNK26014,-137036878,8,0,5202,0,123456,2019-10-02T01:17:41.827,2
T8CRPD0B004,-1374155134,11,1,90,3820422,85971353635,2019-10-02T01:17:45.017,97
T8CRPNN6014,-1794130293,11,1,465,3820422,85971353635,2019-10-02T01:17:45.030,50
T8CRPCN5004,890834562,11,1,37,3820422,85971353635,2019-10-02T02:43:42.417,197
T8CRRAGG004,907611778,11,1,93,3820422,85971353635,2019-10-02T01:17:45.063,93
T8CRSNM5004,-1374155134,8,0,501,6154732,251782689291,2019-10-02T01:18:05.893,66
T8CRS0KV004,-1374155134,1,2,501,3820422,85971353635,2019-10-02T01:17:45.047,117
T8CRSRVA014,1019806597,8,0,237,779763,270748224244,2019-10-02T01:17:47.203,11
T8CRSWH3004,-1374155134,8,0,501,93623,561692980667,2019-10-02T01:18:05.940,66
T8CRT4PS014,2130789544,8,0,10268,62073,251782689291,2019-10-02T01:18:05.927,48
T8CRTC2X014,-1930523042,11,0,198,62063,251782689291,2019-10-02T01:55:18.373,23
T8CRT6NM014,-1809790219,1,0,905,6154732,251782689291,2019-10-02T01:17:45.610,10
T8CRT85K014,-814354997,2,1,14,93593,12472129,2019-10-02T01:17:46.157,1
T8CRTKP0014,-814354997,11,1,14,3820422,85971353635,2019-10-02T01:18:05.910,21
T8CRUUMJ014,-1588853371,11,0,286,6154732,251782689291,2019-10-02T01:17:46.157,2
T8CRWDTK014,-1930523042,11,0,198,62063,251782689291,2019-10-02T01:58:49.157,10
T8CRWC1M004,-1374155134,11,1,89,3820422,85971353635,2019-10-02T01:18:10.707,93
T8CRZRGF004,907611778,8,0,373,6154732,251782689291,2019-10-02T01:18:10.723,143
T8CRZNNU004,907611778,1,2,373,3820422,85971353635,2019-10-02T01:18:10.753,102
T8CRZW8E004,907611778,8,0,373,93623,561692980667,2019-10-02T01:18:17.817,99
T8CRZFPZ014,-1748462512,22,0,2223,0,123456,2019-10-02T01:17:52.707,328
T8CS05T4014,-2004679982,11,1,58,3820422,85971353635,2019-10-02T01:17:53.033,22
T8CS093J014,608488342,11,0,741,6154732,251782689291,2019-10-02T01:17:53.033,3
T8CS1KMF014,-491120417,11,0,1416,6154732,251782689291,2019-10-02T01:17:53.660,51
T8CS1V1R014,958452819,21,1,351,63273,178731716,2019-10-02T01:19:46.620,97
T8CS13V6014,2130789544,8,0,10640,62073,251782689291,2019-10-02T01:18:10.740,109
T8CS25PF014,929494208,8,0,1353,1335343,180315393294,2019-10-02T01:17:54.783,6
T8CS25SK014,1547534913,1,0,1541,6154732,251782689291,2019-10-02T01:17:55.330,106
T8CS32HZ014,1175424622,11,0,370,6154732,251782689291,2019-10-02T01:17:55.940,6
T8CS3ZKT004,907611778,11,1,93,3820422,85971353635,2019-10-02T01:18:17.880,102
T8CS353U014,-1631231080,11,0,658,6154732,251782689291,2019-10-02T01:17:56.470,6
T8CS4NEA004,-1374155134,8,0,507,6154732,251782689291,2019-10-02T01:18:10.740,148
T8CS4DYP014,-218182965,11,0,980,6154732,251782689291,2019-10-02T01:17:59.080,17
T8CS4P4G004,890834562,8,0,282,6154732,251782689291,2019-10-02T02:43:53.043,163
T8CS4YEU014,893690276,11,1,725,3820422,85971353635,2019-10-02T01:18:05.927,3
T8CS4CT1004,-1374155134,1,2,507,3820422,85971353635,2019-10-02T01:18:17.787,95
T8CS4736004,890834562,1,2,282,3820422,85971353635,2019-10-02T02:44:03.917,204
T8CS5KM2014,2130789544,8,0,10234,62073,251782689291,2019-10-02T01:18:17.910,6
T8CS5FB1004,-1374155134,8,0,507,93623,561692980667,2019-10-02T01:18:17.833,71
T8CS5EGD004,890834562,8,0,282,93623,561692980667,2019-10-02T02:44:09.310,13
T8CS52ZV004,907611778,8,0,373,6154732,251782689291,2019-10-02T01:18:21.160,166
T8CS51X5004,907611778,1,2,373,3820422,85971353635,2019-10-02T01:18:21.190,108
T8CS6T2U004,907611778,8,0,373,93623,561692980667,2019-10-02T01:18:40.693,76
T8CS7VWF014,-403951055,11,0,11926,6154732,251782689291,2019-10-02T01:17:59.627,10
T8CS87W2004,890834562,11,1,37,3820422,85971353635,2019-10-02T02:44:47.687,218
T8CS9ZYY004,-1374155134,11,1,90,3820422,85971353635,2019-10-02T01:18:21.160,98
T8CS9YD5004,907611778,11,1,93,3820422,85971353635,2019-10-02T01:18:54.773,97
T8CSA9WU004,890834562,8,0,282,6154732,251782689291,2019-10-02T02:44:57.153,184
T8CSBVXY004,-1374155134,8,0,504,6154732,251782689291,2019-10-02T01:18:21.177,173
T8CSBBUM004,890834562,1,2,282,3820422,85971353635,2019-10-02T02:45:56.957,219
T8CSBVTR004,890834562,8,0,282,93623,561692980667,2019-10-02T02:46:01.580,11
T8CSCXV2004,907611778,8,0,373,93623,561692980667,2019-10-02T01:18:54.790,64
T8CSES42014,1147017610,2,1,207,93593,12472129,2019-10-02T01:18:06.940,4
T8CSG932014,609919112,2,1,9,93593,12472129,2019-10-02T01:18:09.130,1
T8CSGX5S004,907611778,11,1,93,3820422,85971353635,2019-10-02T01:18:57.523,101
T8CSH6D2004,-1374155134,8,0,507,6154732,251782689291,2019-10-02T01:18:40.680,167
T8CSM84B014,79674244,11,0,142,6154732,251782689291,2019-10-02T01:18:13.583,2
T8CSM2JD014,570469269,11,0,1663,6154732,251782689291,2019-10-02T01:18:13.630,4
T8CSPJ5X014,-1413845382,1,0,655,6154732,251782689291,2019-10-02T01:18:14.833,12
T8CSPK29014,-1157719249,1,0,357,1451523,1538547153705,2019-10-02T01:38:48.633,2547
T8CSR2BG004,-1374155134,11,1,90,3820422,85971353635,2019-10-02T01:18:40.710,91
T8CSTZ73014,1515388995,8,0,577,0,123456,2019-10-02T01:18:18.457,2
T8CSW0DM014,-2064632192,1,1,471,4032492,85971353635,2019-10-02T01:18:21.143,87
T8CSXF30014,-1949119817,11,0,1287,6154732,251782689291,2019-10-02T01:18:23.880,3
T8CSX8CR014,-1171099206,8,0,515,0,123456,2019-10-02T01:18:21.723,2
T8CSXD4F014,465267666,8,0,2279,779763,270748224244,2019-10-02T01:18:23.897,12
T8CSY43R014,1893746290,11,0,412,6154732,251782689291,2019-10-02T01:18:25.973,3
T8CSZZPW014,-246773541,8,0,2114,0,123456,2019-10-02T01:18:23.333,2
T8CT0S2R004,-1374155134,8,0,507,6154732,251782689291,2019-10-02T01:18:54.803,168
T8CT0X0J004,907611778,8,0,373,6154732,251782689291,2019-10-02T01:18:57.523,221
T8CT0J7V004,-1374155134,1,2,507,3820422,85971353635,2019-10-02T01:18:57.507,119
T8CT18PF004,907611778,1,2,373,3820422,85971353635,2019-10-02T01:18:57.540,110
T8CT1N4V004,-1374155134,8,0,507,93623,561692980667,2019-10-02T01:18:57.553,55
